partida_url,data,rated,precisao_brancas,precisao_pretas,modalidade,regras,rating_brancas,resultado_brancas,brancas_username,brancas_@id,rating_pretas,resultado_pretas,pretas_username,pretas_@id,eco_abertura_raw,origem
https://www.chess.com/game/live/144062202188,2025-10-08,True,90.95,90.81,rapid,chess,2640,tempo esgotado,lpsupi,https://api.chess.com/pub/player/lpsupi,2570,win,beztdonut,https://api.chess.com/pub/player/beztdonut,Sicilian-Defense-Old-Sicilian-Variation-3.Bc4-e6-4.O-O,chess.com
https://www.chess.com/game/live/144063111674,2025-10-08,True,79.51,92.93,rapid,chess,2452,desistência,casuallich3ssplayer,https://api.chess.com/pub/player/casuallich3ssplayer,2644,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Closed-Sicilian-Defense...3.d4-cxd4-4.Qxd4-Nf6,chess.com
https://www.chess.com/game/live/144063329936,2025-10-08,True,89.47,78.17,rapid,chess,2648,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2448,resigned,casuallich3ssplayer,https://api.chess.com/pub/player/casuallich3ssplayer,Scandinavian-Defense-2.e5-c5,chess.com
https://www.chess.com/game/live/144063796462,2025-10-08,True,76.23,91.12,rapid,chess,2255,xeque-mate,professorkemper,https://api.chess.com/pub/player/professorkemper,2650,win,lpsupi,https://api.chess.com/pub/player/lpsupi,French-Defense-Kings-Indian-Attack-Reversed-Philidor-Formation,chess.com
https://www.chess.com/game/live/144064631934,2025-10-08,True,80.68,70.55,bullet,chess,2875,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2923,checkmated,pseudobenko,https://api.chess.com/pub/player/pseudobenko,Reti-Opening-Kings-Indian-Attack...4.O-O-g6-5.d3-Bg7-6.e4,chess.com
https://www.chess.com/game/live/144064695300,2025-10-08,True,83.57,85.94,bullet,chess,2930,vitória,pseudobenko,https://api.chess.com/pub/player/pseudobenko,2868,timeout,lpsupi,https://api.chess.com/pub/player/lpsupi,Four-Knights-Game-Gunsberg-Variation,chess.com
https://www.chess.com/game/live/144064759660,2025-10-08,True,83.73,76.29,bullet,chess,2861,tempo esgotado,lpsupi,https://api.chess.com/pub/player/lpsupi,2937,win,pseudobenko,https://api.chess.com/pub/player/pseudobenko,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...d5-5.exd5-Nxd5-6.O-O,chess.com
https://www.chess.com/game/live/144064822618,2025-10-08,True,77.82,90.68,bullet,chess,2850,xeque-mate,lpsupi,https://api.chess.com/pub/player/lpsupi,2758,win,generalzod,https://api.chess.com/pub/player/generalzod,Queens-Pawn-Opening-Horwitz-Defense,chess.com
https://www.chess.com/game/live/144064877214,2025-10-08,True,70.96,70.5,bullet,chess,2752,tempo esgotado,generalzod,https://api.chess.com/pub/player/generalzod,2856,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Caro-Kann-Defense-Main-Line-4...Nf6,chess.com
https://www.chess.com/game/live/144064961470,2025-10-08,True,87.06,78.13,bullet,chess,2862,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2776,resigned,bu11et_pr00f,https://api.chess.com/pub/player/bu11et_pr00f,Old-Benoni-Defense,chess.com
https://www.chess.com/game/live/144065004872,2025-10-08,True,72.77,79.25,bullet,chess,2770,tempo esgotado,bu11et_pr00f,https://api.chess.com/pub/player/bu11et_pr00f,2868,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Caro-Kann-Defense-Tartakower-Forgacs-Variation-6...Bd6-7.Qe2-Be7,chess.com
https://www.chess.com/game/live/144065071386,2025-10-08,True,81.72,64.56,bullet,chess,2874,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2764,resigned,bu11et_pr00f,https://api.chess.com/pub/player/bu11et_pr00f,Old-Benoni-Defense,chess.com
https://www.chess.com/game/live/144065102734,2025-10-08,True,82.36,90.99,bullet,chess,2758,desistência,bu11et_pr00f,https://api.chess.com/pub/player/bu11et_pr00f,2880,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Italian-Game...6.Nc3-Be7-7.O-O-O-O,chess.com
https://www.chess.com/game/live/144065211948,2025-10-08,True,73.26,89.05,bullet,chess,2916,xeque-mate,2krk1,https://api.chess.com/pub/player/2krk1,2889,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Caro-Kann-Defense-Breyer-Variation...5.d4-exd4-6.exd5-cxd5,chess.com
https://www.chess.com/game/live/144065255456,2025-10-08,True,83.87,84.53,bullet,chess,2890,rei afogado,lpsupi,https://api.chess.com/pub/player/lpsupi,2915,stalemate,2krk1,https://api.chess.com/pub/player/2krk1,Sicilian-Defense...5.Bg2-Bg7-6.O-O-O-O,chess.com
https://www.chess.com/game/live/144065345782,2025-10-08,True,82.48,74.99,bullet,chess,2895,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2769,checkmated,meandmybirdie,https://api.chess.com/pub/player/meandmybirdie,Kings-Indian-Attack...3.Bg2-g6-4.O-O-Bg7,chess.com
https://www.chess.com/game/live/144065407950,2025-10-08,True,73.49,93.17,bullet,chess,2764,xeque-mate,meandmybirdie,https://api.chess.com/pub/player/meandmybirdie,2900,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Scotch-Game-Classical-Potter-Variation-5...Bb6-6.Nc3-d6-7.Qe2,chess.com
https://www.chess.com/game/live/144101554478,2025-10-09,False,94.54,76.32,rapid,chess,2650,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,1485,checkmated,batcarve80,https://api.chess.com/pub/player/batcarve80,Scotch-Game-Scotch-Gambit-Haxo-Sarratt-Variation-5...Nh6-6.Nxf7,chess.com
https://www.chess.com/game/live/144134268342,2025-10-10,True,91.54,84.45,rapid,chess,2655,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2504,timeout,calmdowncalabreso,https://api.chess.com/pub/player/calmdowncalabreso,Catalan-Opening-Closed...5.Nf3-c5-6.O-O-Nc6,chess.com
https://www.chess.com/game/live/144136001694,2025-10-10,True,80.49,86.86,rapid,chess,2550,desistência,claudio2006,https://api.chess.com/pub/player/claudio2006,2661,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Magnus-Queens-Gambit-4.cxd5-exd5-5.Nf3,chess.com
https://www.chess.com/game/live/144150008300,2025-10-11,True,68.37,69.5,rapid,chess,2665,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2480,timeout,pyrics,https://api.chess.com/pub/player/pyrics,Queens-Gambit-Declined-Three-Knights-Harrwitz-Attack-5...O-O-6.a3,chess.com
https://www.chess.com/game/live/144181216664,2025-10-11,True,80.53,92.29,rapid,chess,2471,desistência,checkerspenguin,https://api.chess.com/pub/player/checkerspenguin,2669,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Fianchetto-Yugoslav-Kavalek-Bronstein-Larsen-Defense,chess.com
https://www.chess.com/game/live/144182754320,2025-10-11,True,91.2,80.15,rapid,chess,2540,vitória,singuiar_brain_ceil,https://api.chess.com/pub/player/singuiar_brain_ceil,2658,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,French-Defense-Winawer-Advance-Bogoljubov-Variation...6.a3-Bxc3-7.Bxc3-b6,chess.com
https://www.chess.com/game/live/144183495424,2025-10-11,True,88.84,84.05,rapid,chess,2663,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2531,resigned,singuiar_brain_ceil,https://api.chess.com/pub/player/singuiar_brain_ceil,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...h6-5.Nc3,chess.com
https://www.chess.com/game/live/144184274624,2025-10-11,True,89.92,83.04,rapid,chess,2668,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2506,resigned,zenzo,https://api.chess.com/pub/player/zenzo,Giuoco-Piano-Game-Giuoco-Pianissimo-Italian-Four-Knights-Variation-5...d6,chess.com
https://www.chess.com/game/live/144185259884,2025-10-12,True,58.64,76.97,rapid,chess,2481,desistência,casuallich3ssplayer,https://api.chess.com/pub/player/casuallich3ssplayer,2672,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Closed-Sicilian-Defense-2...e6,chess.com
https://www.chess.com/game/live/144218923580,2025-10-12,True,80.51,83.89,blitz,chess,3109,xeque-mate,lpsupi,https://api.chess.com/pub/player/lpsupi,3099,win,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,French-Defense-Exchange-Variation-3...exd5,chess.com
https://www.chess.com/game/live/144219106078,2025-10-12,True,91.35,85.61,blitz,chess,3107,vitória,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,3101,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Orthodox-Variation-6...e5-7.O-O,chess.com
https://www.chess.com/game/live/144219260950,2025-10-12,True,97.08,97.72,blitz,chess,3101,tripla repetição,lpsupi,https://api.chess.com/pub/player/lpsupi,3107,repetition,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,Kings-Indian-Defense-Orthodox-Glek-Defense-8.Be3-c6,chess.com
https://www.chess.com/game/live/144219426924,2025-10-12,True,82.6,78.48,blitz,chess,3115,vitória,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,3093,timeout,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Orthodox-Variation-6...e5-7.O-O,chess.com
https://www.chess.com/game/live/144219594612,2025-10-12,True,91.15,96.67,blitz,chess,3086,desistência,lpsupi,https://api.chess.com/pub/player/lpsupi,3122,win,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,Kings-Indian-Defense-Orthodox-Glek-Defense-8.Be3-c6,chess.com
https://www.chess.com/game/live/144219759004,2025-10-12,True,77.2,78.05,blitz,chess,3113,desistência,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,3095,win,lpsupi,https://api.chess.com/pub/player/lpsupi,English-Opening-Four-Knights-Kingside-Fianchetto-Line-4...g6-5.Bg2-Bg7-6.d4,chess.com
https://www.chess.com/game/live/144219895696,2025-10-12,True,89.71,87.69,blitz,chess,3103,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,3105,resigned,blitz_expert23,https://api.chess.com/pub/player/blitz_expert23,Sicilian-Defense-French-Variation,chess.com
https://www.chess.com/game/live/144220182592,2025-10-12,True,74.72,66.76,rapid,chess,2676,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2479,checkmated,testerintrocert,https://api.chess.com/pub/player/testerintrocert,English-Opening-Anglo-Indian-Kings-Knight-Queens-Indian-Formation-3.d4-Bb7-4.Nc3,chess.com
https://www.chess.com/game/live/144223672548,2025-10-13,True,91.55,89.45,rapid,chess,2680,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2498,resigned,mrvalkire,https://api.chess.com/pub/player/mrvalkire,English-Opening-Symmetrical-Anti-Benoni-Variation...6.g3-Bg7-7.Bg2-O-O-8.O-O,chess.com
https://www.chess.com/game/live/144257638466,2025-10-13,True,90.12,87.78,blitz,chess,2998,vitória,baag4life,https://api.chess.com/pub/player/baag4life,3092,timeout,lpsupi,https://api.chess.com/pub/player/lpsupi,Sicilian-Defense...6.O-O-e5-7.c3-Nge7,chess.com
https://www.chess.com/game/live/144261455282,2025-10-13,False,75.25,86.85,rapid,chess,1024,desistência,fslade1974,https://api.chess.com/pub/player/fslade1974,2680,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Giuoco-Piano-Game-Giuoco-Pianissimo-Italian-Four-Knights-Variation-5...a6,chess.com
https://www.chess.com/game/live/144267294290,2025-10-14,True,89.22,88.15,blitz,chess,2991,vitória,baag4life,https://api.chess.com/pub/player/baag4life,3082,checkmated,lpsupi,https://api.chess.com/pub/player/lpsupi,Reti-Opening-Kings-Indian-Attack...5.d3-e6-6.e4-d6,chess.com
https://www.chess.com/game/live/144267426372,2025-10-14,True,90.3,78.94,blitz,chess,3088,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2985,resigned,baag4life,https://api.chess.com/pub/player/baag4life,Sicilian-Defense-Delayed-Alapin-Variation...5.O-O-Be7-6.Re1-O-O-7.Bf1,chess.com
https://www.chess.com/game/live/144267487888,2025-10-14,True,84.76,78.49,blitz,chess,2995,vitória,baag4life,https://api.chess.com/pub/player/baag4life,3078,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Fianchetto-Yugoslav-Panno-System-6...c6-7.b3,chess.com
https://www.chess.com/game/live/144267606620,2025-10-14,True,91.84,83.38,blitz,chess,3084,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2989,resigned,baag4life,https://api.chess.com/pub/player/baag4life,Sicilian-Defense-Canal-Attack-3...Nc6-4.Bxc6-bxc6,chess.com
https://www.chess.com/game/live/144267661346,2025-10-14,True,91.4,85.07,blitz,chess,2999,vitória,baag4life,https://api.chess.com/pub/player/baag4life,3074,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,English-Opening-Symmetrical-Variation...6.Nc3-Nc6-7.d3-d6-8.a3,chess.com
https://www.chess.com/game/live/144267777316,2025-10-14,True,83.03,74.52,blitz,chess,3080,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2993,resigned,baag4life,https://api.chess.com/pub/player/baag4life,Sicilian-Defense-Westerinen-Attack-3...b6-4.d4,chess.com
https://www.chess.com/game/live/144267871158,2025-10-14,True,81.19,91.11,blitz,chess,2987,desistência,baag4life,https://api.chess.com/pub/player/baag4life,3086,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Queens-Pawn-Opening...4.Nf3-Nf6-5.O-O-O-O-6.c4,chess.com
https://www.chess.com/game/live/144267934590,2025-10-14,True,91.2,82.69,blitz,chess,3092,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2981,resigned,baag4life,https://api.chess.com/pub/player/baag4life,Kings-Indian-Defense-Semi-Averbakh-System-6...c5-7.d5,chess.com
https://www.chess.com/game/live/144268008830,2025-10-14,True,89.6,93.48,blitz,chess,2975,tempo esgotado,baag4life,https://api.chess.com/pub/player/baag4life,3098,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Orthodox-Variation-6...e5-7.O-O,chess.com
https://www.chess.com/game/live/144268136560,2025-10-14,True,74.13,81.94,blitz,chess,3087,desistência,lpsupi,https://api.chess.com/pub/player/lpsupi,2986,win,baag4life,https://api.chess.com/pub/player/baag4life,Sicilian-Defense...6.Nf3-Nf6-7.O-O-O-O-8.h3,chess.com
https://www.chess.com/game/live/144268208954,2025-10-14,True,87.42,92.46,blitz,chess,2980,desistência,baag4life,https://api.chess.com/pub/player/baag4life,3093,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Fianchetto-Yugoslav-System-5.Nf3-O-O-6.Nc3,chess.com
https://www.chess.com/game/live/144268783412,2025-10-14,True,91.35,91.78,rapid,chess,2687,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2626,timeout,g3god,https://api.chess.com/pub/player/g3god,Nimzo-Indian-Defense-Bishop-Attack-Classical-Defense...7.Ne2-Re8-8.O-O-Bd6,chess.com
https://www.chess.com/game/live/144269807904,2025-10-14,True,70.09,82.64,rapid,chess,2664,xeque-mate,jonathanwesterberg,https://api.chess.com/pub/player/jonathanwesterberg,2695,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Sicilian-Defense-Kan-Knight-Variation-Wing-Attack-6.Bd3-Qb6-7.Nb3-Qc7-8.O-O,chess.com
https://www.chess.com/game/live/144271677698,2025-10-14,True,83.16,82.04,rapid,chess,2546,tempo esgotado,yourdeadandoutofthisworld,https://api.chess.com/pub/player/yourdeadandoutofthisworld,2700,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Queens-Pawn-Opening-Chigorin-Variation...4.f3-e6-5.g4-Bg6-6.h4,chess.com
https://www.chess.com/game/live/144293784034,2025-10-14,True,86.25,88.16,rapid,chess,2705,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2539,timeout,nocturneop,https://api.chess.com/pub/player/nocturneop,Queens-Gambit-Declined-Catalan-Opening,chess.com
https://www.chess.com/game/live/144295048686,2025-10-14,True,78.3,86.67,rapid,chess,2503,desistência,gosharik,https://api.chess.com/pub/player/gosharik,2709,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Ruy-Lopez-Opening-Morphy-Defense-Anderssen-Variation...8.Re1-Bg7-9.Nbd2-O-O-10.Nf1,chess.com
https://www.chess.com/game/live/144297074272,2025-10-14,True,83.78,78.53,rapid,chess,2713,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2506,resigned,hristos03,https://api.chess.com/pub/player/hristos03,English-Opening-Four-Knights-Quiet-Line-4...Bb4-5.Nd5,chess.com
https://www.chess.com/game/live/144303624034,2025-10-15,True,77.63,85.65,rapid,chess,2551,desistência,joshuagarry,https://api.chess.com/pub/player/joshuagarry,2718,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Sicilian-Defense-Open-Najdorf-English-Attack...7.Nb3-Be7-8.f3-O-O-9.Qd2,chess.com
https://www.chess.com/game/live/144304389640,2025-10-15,True,81.95,96.27,rapid,chess,2708,desistência,lpsupi,https://api.chess.com/pub/player/lpsupi,2644,win,g3god,https://api.chess.com/pub/player/g3god,English-Opening-Great-Snake-Variation-2.g3-Bg7-3.Bg2-e5-4.Nc3,chess.com
https://www.chess.com/game/live/144304768928,2025-10-15,True,79.78,90.28,rapid,chess,2531,desistência,locomotivee,https://api.chess.com/pub/player/locomotivee,2712,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Sicilian-Defense-Open-Classical-Richter-Rauzer-Modern-Variation,chess.com
https://www.chess.com/game/live/144305431894,2025-10-15,True,94.26,94.48,rapid,chess,2710,empate por acordo,lpsupi,https://api.chess.com/pub/player/lpsupi,2646,agreed,g3god,https://api.chess.com/pub/player/g3god,Sicilian-Defense-Open-Variation-4...Nf6,chess.com
https://www.chess.com/game/live/144306503106,2025-10-15,True,90.75,86.36,rapid,chess,2714,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2529,resigned,pyrics,https://api.chess.com/pub/player/pyrics,Queens-Pawn-Opening-Symmetrical-Variation-3.c3-g6-4.Bf4-Bg7,chess.com
https://www.chess.com/game/live/144306736574,2025-10-15,True,83.75,79.05,rapid,chess,2541,vitória,pyrics,https://api.chess.com/pub/player/pyrics,2702,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,Four-Knights-Game-Double-Spanish-Symmetrical-Variation-7.Bg5-Bxc3-8.bxc3-h6-9.Bh4,chess.com
https://www.chess.com/game/live/144307044740,2025-10-15,True,90.6,84.56,rapid,chess,2707,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2536,resigned,pyrics,https://api.chess.com/pub/player/pyrics,Sicilian-Defense-Old-Sicilian-Variation-3.Bc4-e6-4.O-O,chess.com
https://www.chess.com/game/live/144307278084,2025-10-15,True,87.46,97.39,rapid,chess,2532,desistência,pyrics,https://api.chess.com/pub/player/pyrics,2711,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Semi-Averbakh-System,chess.com
https://www.chess.com/game/live/144307557360,2025-10-15,True,80.83,79.73,rapid,chess,2702,desistência,lpsupi,https://api.chess.com/pub/player/lpsupi,2655,win,g3god,https://api.chess.com/pub/player/g3god,English-Opening-Reversed-Sicilian-Variation-2...d6-3.g3,chess.com
https://www.chess.com/game/live/144307925316,2025-10-15,True,91.89,82.03,rapid,chess,2664,vitória,g3god,https://api.chess.com/pub/player/g3god,2693,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,Ruy-Lopez-Opening-Morphy-Defense-Deferred-Steinitz-Defense-6.Re1-Bd7,chess.com
https://www.chess.com/game/live/144308233790,2025-10-15,True,81.18,86.42,rapid,chess,2684,tempo esgotado,lpsupi,https://api.chess.com/pub/player/lpsupi,2673,win,g3god,https://api.chess.com/pub/player/g3god,Indian-Game-East-Indian-London-System...4.e3-O-O-5.c3-d6-6.h3,chess.com
https://www.chess.com/game/live/144308658842,2025-10-15,True,98.9,83.43,rapid,chess,2681,vitória,g3god,https://api.chess.com/pub/player/g3god,2676,resigned,lpsupi,https://api.chess.com/pub/player/lpsupi,Sicilian-Defense-Open-Najdorf-English-Attack...7.Nb3-Be7-8.f3-O-O-9.Qd2,chess.com
https://www.chess.com/game/live/144309235400,2025-10-15,True,95.83,86.02,rapid,chess,2679,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2408,resigned,iprevail5,https://api.chess.com/pub/player/iprevail5,French-Defense-Exchange-Variation-3...exd5,chess.com
https://www.chess.com/game/live/144309306890,2025-10-15,True,84.16,92.13,rapid,chess,2405,desistência,iprevail5,https://api.chess.com/pub/player/iprevail5,2682,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Scotch-Game-Classical-Blumenfeld-Attack...7.fxe3-Qh4-8.g3-Qd8,chess.com
https://www.chess.com/game/live/144309480646,2025-10-15,True,59.23,98.21,rapid,chess,2344,desistência,tornike_l,https://api.chess.com/pub/player/tornike_l,2684,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...h6-5.O-O-d6,chess.com
https://www.chess.com/game/live/144309552070,2025-10-15,True,89.31,75.84,rapid,chess,2686,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2342,resigned,tornike_l,https://api.chess.com/pub/player/tornike_l,French-Defense-St-George-Traditional-Line,chess.com
https://www.chess.com/game/live/144309600004,2025-10-15,True,94.69,76.54,rapid,chess,2690,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2499,resigned,hovikqocharyan,https://api.chess.com/pub/player/hovikqocharyan,Sicilian-Defense-French-Variation,chess.com
https://www.chess.com/game/live/144309736148,2025-10-15,True,83.43,88.94,rapid,chess,2495,desistência,hovikqocharyan,https://api.chess.com/pub/player/hovikqocharyan,2694,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Kings-Indian-Defense-Normal-Variation...7.d5-a5-8.Be3-Na6,chess.com
https://www.chess.com/game/live/144309912116,2025-10-15,True,79.61,69.48,rapid,chess,2696,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2327,resigned,kirtrue,https://api.chess.com/pub/player/kirtrue,French-Defense-Exchange-Variation-3...exd5,chess.com
https://www.chess.com/game/live/144310052854,2025-10-15,True,78.87,88.43,rapid,chess,2354,desistência,exceptionalfork,https://api.chess.com/pub/player/exceptionalfork,2698,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Italian-Game-Two-Knights-Modern-Bishops-Opening-4...h6-5.c3-d6-6.Nbd2,chess.com
https://www.chess.com/game/live/144310213976,2025-10-15,True,88.54,73.83,rapid,chess,2700,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2352,resigned,exceptionalfork,https://api.chess.com/pub/player/exceptionalfork,Sicilian-Defense-Old-Sicilian-Variation-3.Bc4-e6-4.O-O,chess.com
https://www.chess.com/game/live/144310450092,2025-10-15,True,84.0,92.24,rapid,chess,2333,desistência,kirtrue,https://api.chess.com/pub/player/kirtrue,2702,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Queens-Pawn-Opening-Blackmar-Blackmar-Diemer-Gambit-3...Nf6-4.f3,chess.com
https://www.chess.com/game/live/144310615310,2025-10-15,True,77.86,73.07,rapid,chess,2704,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2339,resigned,pepathebuh,https://api.chess.com/pub/player/pepathebuh,Indian-Game-East-Indian-London-System...4.e3-O-O-5.c3-d6,chess.com
https://www.chess.com/game/live/144310820440,2025-10-15,True,78.18,85.0,rapid,chess,2691,desistência,lpsupi,https://api.chess.com/pub/player/lpsupi,2487,win,s1n1st3rm4gnu5,https://api.chess.com/pub/player/s1n1st3rm4gnu5,Indian-Game-Yusupov-Rubinstein-System...6.b3-Bd6-7.Bb2-O-O,chess.com
https://www.chess.com/game/live/144311168718,2025-10-15,True,62.52,73.95,rapid,chess,2347,xeque-mate,javao53,https://api.chess.com/pub/player/javao53,2693,win,lpsupi,https://api.chess.com/pub/player/lpsupi,Scotch-Game-Classical-Variation-5.Be3-Qf6-6.c3,chess.com
https://www.chess.com/game/live/144311457752,2025-10-15,True,87.48,79.49,rapid,chess,2696,vitória,lpsupi,https://api.chess.com/pub/player/lpsupi,2430,checkmated,nguyenanhbaothy13,https://api.chess.com/pub/player/nguyenanhbaothy13,Queens-Pawn-Opening-Symmetrical-Variation-3.c3-e6-4.Bf4,chess.com
